3.9944|4.005|3|3
3.9574|4.042|6|6
3.944|3.5266|9|9
3.9393|4.0602|12|12
3.3969|3.0158|15|15
2.9415|3.1187|18|18
2.8398|3.0441|21|21
2.2973|3.0577|24|24
1.2259|2.0136|27|27
2.1082|1.9642|30|30
1.1952|1.5154|33|33
1.1898|0.9919|36|36
0.1178|0.4772|39|39
0.1121|0.4829|42|42
0.0975|-0.0313|45|42
-2.0242|-1.6119|42|39
-0.1516|0.2971|39|42
-1.098|-0.5989|36|39
-0.877|-0.8769|33|36
-0.3795|-0.3477|30|33
-0.3867|0.1728|27|36
0.549|-0.4829|30|36
-0.5153|-0.4763|27|33
1.0969|0.7938|30|36
0.5439|0.58|33|39
0.5463|0.0487|36|42
0.0023|0.0638|39|45
0.0044|-0.4672|42|45
-0.5312|-0.4605|39|42
-1.6413|-1.51|36|39
0.1994|0.3823|39|42
-0.5564|-0.4353|36|39
-0.4306|-0.2966|33|36
-0.4378|-0.2895|30|33
0.0687|0.2308|33|36
-0.0467|0.1128|30|39
-0.582|-0.9385|27|36
1.0391|0.8517|30|39
0.4863|0.1087|33|42
0.489|-0.4229|36|42
-0.0374|0.1035|33|45
-0.2036|-1.0084|30|42
0.0837|-0.2975|33|42
-0.5513|-2.0271|30|39
0.6342|0.3839|33|42
-0.002|-0.9897|30|39
-0.4123|-0.3149|27|36
0.5333|-0.4672|30|36
0.008|0.0581|33|39
0.0031|0.063|36|42
-0.5217|-1.5277|33|39
0.6561|0.362|36|42
-0.5255|-0.4662|33|39
-0.17|-0.5573|30|36
-0.3941|-0.3331|27|33
0.6368|0.176|30|36
0.0106|0.0555|33|39
-0.5132|-1.0074|30|36
0.6661|0.7883|33|39
0.5437|-0.4776|36|39
0.1287|-0.3426|39|39
-0.5125|0.0497|36|42
-0.5155|-0.4762|33|39
0.1275|-0.3414|36|39
-1.1314|-1.5351|33|36
0.221|0.3607|36|39
0.0157|0.0504|39|42
-0.5157|-0.476|36|39
-0.3938|-0.3334|33|36
-0.3962|-0.331|30|33
0.1151|-0.329|33|33
-0.4001|-0.3272|30|30
0.7231|1.3166|33|33
0.5287|0.0663|36|36
0.528|0.5959|39|39
-0.0018|0.0679|36|42
-0.1798|-0.0627|33|39
0.1133|-0.3272|36|39
-1.0365|-1.5418|33|36
0.6672|0.3509|36|39
0.0281|-0.4909|39|39
0.0371|-0.4999|42|39
-0.4914|0.0286|39|42
-0.4908|-0.5009|36|39
-0.8793|-0.8746|33|36
-0.8697|-1.3975|30|33
0.7044|0.3137|33|36
0.0583|-0.521|36|36
0.3768|-0.1344|39|36
-0.3255|0.1116|36|39
0.0726|-0.0065|39|39
0.0838|-0.5466|42|39
-0.4511|-0.5406|39|36
-1.3507|-0.9165|36|33
0.2851|0.7331|39|36
-0.4609|-0.5308|36|33
-0.3419|0.128|33|36
0.0661|0|36|39
-0.4678|0.005|33|42
-0.9841|-1.5942|30|39
1.0193|0.2368|33|42
0.1069|-0.5697|36|42
-0.4087|-1.1119|33|39
-0.2705|-0.4567|30|36
0.248|-0.4619|33|36
0.1534|-0.0873|36|36
-0.3784|-0.0844|33|33
-0.7613|-0.9926|30|30
0.8014|1.0894|33|33
0.1513|-0.0852|36|33
0.6955|0.4283|39|36
-0.0116|0.2541|36|39
-0.3747|-0.0881|33|36
0.2789|0.0206|36|39
-0.8804|-1.169|33|36
0.4814|0.707|36|39
0.1926|-0.1265|39|39
0.1919|-0.6546|42|39
-0.2044|-0.5228|39|36
-0.1961|-0.5312|36|33
