0.8|0
0.8|0
0.7936|-0
0.7665|0.0004
0.7329|0.0015
0.6969|0.0025
0.6615|0.0031
0.6253|0.0034
0.5893|0.0038
0.5535|0.004
0.5175|0.004
0.4819|0.0042
0.4472|0.0044
0.4129|0.0046
0.3789|0.0048
0.3448|0.0053
0.3111|0.0059
0.2774|0.0066
0.2429|0.0074
0.2097|0.0083
0.1775|0.0093
0.1453|0.0105
0.1135|0.0118
0.0841|0.0133
0.0637|0.0139
0.0479|0.0139
0.0302|0.0138
0.0115|0.0137
-0.0071|0.0137
-0.0252|0.0138
-0.0426|0.0139
-0.0597|0.0139
-0.0765|0.014
-0.0936|0.0141
-0.1099|0.0141
-0.1272|0.0141
-0.1438|0.0141
-0.1602|0.0143
-0.1762|0.0144
-0.1917|0.0145
-0.2077|0.0146
-0.2231|0.0146
-0.2382|0.0147
-0.2539|0.0147
-0.2697|0.0148
-0.2848|0.0149
-0.3004|0.015
-0.3155|0.0151
-0.3308|0.0152
-0.3457|0.0153
-0.3604|0.0153
-0.376|0.0154
-0.3913|0.0154
-0.4065|0.0154
-0.4211|0.0155
-0.4361|0.0157
-0.4508|0.0157
-0.4655|0.0159
-0.4799|0.0159
-0.4946|0.016
-0.5093|0.016
-0.5238|0.016
-0.5381|0.016
-0.5532|0.016
-0.5681|0.0161
-0.5822|0.0162
-0.5965|0.0163
-0.6114|0.0164
-0.6265|0.0164
-0.641|0.0165
-0.6557|0.0165
-0.6706|0.0165
-0.6855|0.0165
-0.7002|0.0166
-0.7144|0.0167
-0.7292|0.0168
-0.7438|0.0169
-0.7577|0.0169
-0.7718|0.017
-0.7882|0.0171
-0.8037|0.0172
-0.8178|0.0172
-0.8327|0.0172
-0.8476|0.0172
-0.8625|0.0172
-0.8774|0.0173
-0.8915|0.0173
-0.9051|0.0173
-0.9187|0.0178
-0.9343|0.018
-0.9488|0.0181
-0.9635|0.0182
-0.9786|0.0182
-0.9931|0.0183
-1.0076|0.0183
-1.0222|0.0183
-1.0363|0.0183
-1.0512|0.0183
-1.0653|0.0183
-1.0804|0.0182
-1.0955|0.0182
-1.1106|0.0182
-1.1253|0.0183
-1.1398|0.0183
-1.1543|0.0184
-1.169|0.0185
-1.1833|0.0185
-1.198|0.0186
-1.2127|0.0186
-1.2272|0.0187
-1.2423|0.0188
-1.2568|0.0189
-1.2712|0.0189
-1.2855|0.019
-1.2998|0.0191
-1.3145|0.0192
-1.3298|0.0193
-1.3447|0.0194
-1.3596|0.0194
-1.3741|0.0195
-1.3888|0.0196
-1.4029|0.0196
-1.4189|0.0197
-1.4336|0.0198
-1.448|0.0198
-1.4627|0.0198
-1.4774|0.0198
-1.4924|0.0198
-1.5068|0.0198
-1.5217|0.0199
-1.5362|0.0199
-1.5507|0.0199
-1.566|0.0199
-1.5803|0.02
-1.595|0.0199
-1.6093|0.02
-1.624|0.02
-1.6389|0.0201
-1.6532|0.0201
-1.6681|0.0201
-1.6828|0.0201
