0.56|100
0.5349|100
0.2827|98.9519
0.2075|72.641
0.1949|68.2186
0.2446|85.6068
0.2404|84.1314
0.1718|60.1474
0.1829|64.0227
0.2073|72.543
0.1762|61.6558
0.1608|56.2708
0.1413|49.4543
0.1462|51.1838
0.1137|39.779
0.1098|38.435
0.0975|34.1278
0.1117|39.1042
0.0774|27.0893
0.0663|23.222
0.076|26.6126
0.076|26.5976
0.0521|18.2264
0.0644|22.5407
0.0566|19.7997
0.0473|16.5698
0.0445|15.5621
0.0511|17.8677
0.0409|14.3186
0.0384|13.4301
0.0445|15.5793
0.0415|14.529
0.0281|9.8223
0.0273|9.5683
0.0345|12.066
0.0367|12.8414
0.0239|8.3824
0.0238|8.3423
0.0287|10.056
0.0321|11.2363
0.0199|6.952
0.0256|8.9662
0.0325|11.3699
0.031|10.848
0.02|6.9832
0.0211|7.382
0.0297|10.4095
0.0271|9.4677
0.0245|8.5628
0.0283|9.9184
0.028|9.7959
0.028|9.7959
0.0274|9.6034
0.0274|9.6034
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0273|9.5684
0.0267|9.3409
0.0267|9.3409
0.0254|8.8859
0.024|8.3993
0.0163|5.7084
0.0104|3.6446
0.0202|7.0654
0.0158|5.5364
0.0168|5.8784
0.018|6.29
0.0176|6.1427
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.0214|7.4983
0.02|7.0121
0.0062|2.1532
0.0092|3.2345
0.0183|6.3914
0.0155|5.416
0.0138|4.8175
0.0148|5.1669
0.0105|3.665
0.0141|4.95
0.0111|3.868
0.0146|5.1241
0.0172|6.0341
0.0131|4.5757
0.0143|4.993
0.0168|5.8785
