0.8|0
0.7921|-0
0.7682|0.0006
0.7523|0.0009
0.7329|0.0015
0.715|0.0016
0.6963|0.0017
0.679|0.0013
0.66|0.0008
0.6423|-0.0002
0.6229|-0.0014
0.6045|-0.003
0.5863|-0.005
0.5684|-0.0074
0.5505|-0.01
0.5325|-0.013
0.5141|-0.0164
0.4958|-0.0202
0.4782|-0.0243
0.4606|-0.0286
0.4428|-0.0334
0.4251|-0.0386
0.4074|-0.0441
0.3903|-0.0498
0.3723|-0.0562
0.3555|-0.0628
0.3377|-0.0702
0.3211|-0.0774
0.3054|-0.0847
0.2888|-0.0929
0.2722|-0.1017
0.2564|-0.111
0.2411|-0.1207
0.226|-0.1309
0.211|-0.1416
0.1967|-0.1525
0.1824|-0.1642
0.1686|-0.1768
0.156|-0.1895
0.144|-0.2037
0.1338|-0.218
0.126|-0.2326
0.1207|-0.2517
0.1226|-0.2758
0.1356|-0.2988
0.1589|-0.3145
0.1868|-0.317
0.2093|-0.3073
0.2197|-0.2956
0.2285|-0.2791
0.2341|-0.2625
0.2391|-0.2443
0.2433|-0.2258
0.2475|-0.2084
0.2521|-0.1903
0.2572|-0.1725
0.2624|-0.1558
0.2681|-0.138
0.274|-0.1201
0.28|-0.1024
0.2855|-0.085
0.2906|-0.0666
0.2946|-0.049
0.2978|-0.0308
0.2998|-0.013
0.3009|0.0052
0.3008|0.0239
0.2994|0.0425
0.297|0.0608
0.2932|0.0787
0.2883|0.0961
0.2824|0.1132
0.2754|0.1299
0.2675|0.146
0.2577|0.1626
0.2473|0.1776
0.2358|0.1923
0.2235|0.2061
0.2106|0.2193
0.1964|0.232
0.1822|0.2435
0.1673|0.254
0.152|0.2634
0.1363|0.272
0.1192|0.2799
0.102|0.2867
0.0848|0.2923
0.0697|0.2962
0.053|0.2994
0.0367|0.3015
0.0204|0.303
0.0033|0.3037
-0.0131|0.3035
-0.0304|0.3023
-0.0472|0.3001
-0.063|0.2972
-0.0788|0.2935
-0.0945|0.2889
-0.1102|0.2834
-0.1256|0.2769
-0.1407|0.2696
-0.1548|0.2616
-0.169|0.2525
-0.1818|0.2433
-0.1962|0.232
-0.2081|0.2215
-0.2207|0.2091
-0.2316|0.1968
-0.2419|0.184
-0.2514|0.1704
-0.261|0.1551
-0.2698|0.1397
-0.2764|0.1262
-0.2836|0.1098
-0.2891|0.0942
-0.2938|0.0784
-0.2976|0.0621
-0.3004|0.0457
-0.3024|0.0293
-0.3034|0.0129
-0.3037|-0.0042
-0.303|-0.0206
-0.3013|-0.0375
-0.2989|-0.0537
-0.2957|-0.0692
-0.2913|-0.0868
-0.2866|-0.1015
-0.2795|-0.1202
-0.2728|-0.1343
-0.2649|-0.1491
-0.2563|-0.1631
-0.2471|-0.1766
-0.2369|-0.19
-0.2261|-0.2028
-0.2143|-0.2152
-0.2022|-0.2266
-0.1896|-0.2371
-0.1763|-0.2474
-0.1632|-0.2562
-0.1486|-0.2652
-0.1336|-0.2732
-0.1178|-0.2804
-0.1023|-0.2862
-0.0861|-0.2913
-0.0708|-0.2954
-0.0542|-0.299
-0.0384|-0.3015
-0.0208|-0.3034
-0.0046|-0.3039
0.0124|-0.3036
0.0285|-0.3023
0.0448|-0.3004
0.061|-0.2976
0.0771|-0.2938
0.0954|-0.2885
0.1099|-0.2833
0.1266|-0.2762
0.1404|-0.2694
0.1544|-0.2616
0.1691|-0.2524
0.1818|-0.2432
0.1973|-0.2311
0.2089|-0.2206
0.2208|-0.2086
0.2317|-0.1963
0.2419|-0.1837
0.2518|-0.1701
0.2607|-0.1564
0.2691|-0.1412
0.2762|-0.1266
0.2826|-0.1113
