0.8|0|0.3|0|-0
0.7989|-0|0.3|0|-0
0.7943|-0|0.3|0|-0
0.7893|-0|0.3|0|0.0034
0.7868|0|0.3|0|0
0.7849|0|0.3|0|0
0.781|0|0.3|0|0.0034
0.7778|0|0.3|0|0.0068
0.7761|0|0.3|0|0.0034
0.7732|0|0.3|0|0.0068
0.77|0.0001|0.3|0|0.0102
0.7674|0.0001|0.3|0|0.0036
0.7649|0.0001|0.3|0|0.0069
0.7621|0.0001|0.3|0|0.0103
0.7589|0.0001|0.3|0|0.0071
0.757|0.0002|0.3|0|0.0004
0.7531|0.0002|0.3|0|0.0105
0.7502|0.0002|0.3|0|0.0139
0.7478|0.0002|0.3|0|0.0106
0.7446|0.0003|0.3|0|0.014
0.7412|0.0003|0.3|0|0.0141
0.7386|0.0003|0.3|0|0.0142
0.7357|0.0004|0.3|0|0.0177
0.7325|0.0004|0.3|0|0.0212
0.7293|0.0005|0.3|0|0.0112
0.7269|0.0005|0.3|0|0.0147
0.7227|0.0006|0.3|0|0.0148
0.7199|0.0006|0.3|0|0.0183
0.7174|0.0007|0.3|0|0.015
0.7141|0.0007|0.3|0|0.0151
0.7105|0.0007|0.3|0|0.0186
0.7082|0.0008|0.3|0|0.0188
0.7052|0.0008|0.3|0|0.0189
0.7009|0.0009|0.3|0|0.0225
0.6984|0.001|0.3|0|0.0192
0.6948|0.001|0.3|0|0.0228
0.6911|0.0011|0.3|0|0.023
0.6886|0.0011|0.3|0|0.0198
0.6858|0.0012|0.3|0|0.0233
0.6822|0.0013|0.3|0|0.0269
0.6792|0.0013|0.3|0|0.0203
0.6764|0.0014|0.3|0|0.0171
0.6724|0.0014|0.3|0|0.0274
0.6698|0.0015|0.3|0|0.0276
0.6654|0.0016|0.3|0|0.0246
0.6622|0.0017|0.3|0|0.0214
0.6594|0.0017|0.3|0|0.025
0.6562|0.0018|0.3|0|0.0285
0.6528|0.0019|0.3|0|0.0154
0.6494|0.0019|0.3|0|0.0222
0.6464|0.0019|0.3|0|0.0292
0.6432|0.002|0.3|0|0.0193
0.6404|0.0021|0.3|0|0.0094
0.6358|0.0021|0.3|0|0.023
0.6328|0.0021|0.3|0|0.0232
0.63|0.0022|0.3|0|0.0133
0.6262|0.0022|0.3|0|0.0202
0.6228|0.0022|0.3|0|0.0271
0.62|0.0023|0.3|0|0.0173
0.6166|0.0023|0.3|0|0.0175
0.613|0.0024|0.3|0|0.0278
0.6096|0.0024|0.3|0|0.0213
0.6068|0.0025|0.3|0|0.0114
0.6025|0.0025|0.3|0|0.0217
0.5991|0.0025|0.3|0|0.0287
0.5963|0.0026|0.3|0|0.0188
0.5927|0.0026|0.3|0|0.0157
0.5889|0.0027|0.3|0|0.0294
0.5859|0.0027|0.3|0|0.023
0.5823|0.0028|0.3|0|0.0131
0.5782|0.0028|0.3|0|0.0268
0.5751|0.0028|0.3|0|0.0271
0.5714|0.0029|0.3|0|0.0207
0.5674|0.0029|0.3|0|0.0244
0.5646|0.003|0.3|0|0.028
0.5614|0.003|0.3|0|0.025
0.5578|0.0031|0.3|0|0.022
0.5538|0.0031|0.3|0|0.0257
0.5506|0.0032|0.3|0|0.0227
0.5467|0.0032|0.3|0|0.0197
0.5439|0.0032|0.3|0|0.0233
0.5397|0.0033|0.3|0|0.0237
0.5361|0.0033|0.3|0|0.0207
0.5331|0.0033|0.3|0|0.0209
0.5297|0.0033|0.3|0|0.0212
0.5256|0.0034|0.3|0|0.0216
0.5222|0.0034|0.3|0|0.022
0.519|0.0034|0.3|0|0.0189
0.515|0.0034|0.3|0|0.0226
0.512|0.0034|0.3|0|0.023
0.5079|0.0035|0.3|0|0.0167
0.5045|0.0035|0.3|0|0.017
0.5013|0.0035|0.3|0|0.0206
0.4977|0.0035|0.3|0|0.0176
0.4937|0.0035|0.3|0|0.0213
0.4903|0.0035|0.3|0|0.015
0.4866|0.0035|0.3|0|0.0153
0.4832|0.0035|0.3|0|0.0223
0.4798|0.0035|0.3|0|0.016
0.4766|0.0035|0.3|0|0.0062
0.4722|0.0034|0.3|0|0.0164
0.4685|0.0034|0.3|0|0.0235
0.4651|0.0034|0.3|0|0.0173
0.4615|0.0034|0.3|0|0.0143
0.4575|0.0034|0.3|0|0.018
0.4545|0.0034|0.3|0|0.0184
0.4509|0.0033|0.3|0|0.0154
0.4466|0.0033|0.3|0|0.0125
0.4434|0.0033|0.3|0|0.0162
0.4392|0.0033|0.3|0|0.0167
0.4353|0.0032|0.3|0|0.0138
0.4323|0.0032|0.3|0|0.0141
0.4285|0.0032|0.3|0|0.0212
0.4247|0.0031|0.3|0|0.0151
0.4212|0.0031|0.3|0|0.0122
0.4179|0.0031|0.3|0|0.0159
0.4138|0.003|0.3|0|0.0165
0.4108|0.003|0.3|0|0.0102
0.4061|0.0029|0.3|0|0.014
0.4023|0.0029|0.3|0|0.0213
0.3995|0.0028|0.3|0|0.0118
0.3957|0.0028|0.3|0|0.0123
0.3919|0.0027|0.3|0|0.0262
0.3887|0.0027|0.3|0|0.0171
0.3853|0.0027|0.3|0|0.011
0.3804|0.0026|0.3|0|0.0252
0.3772|0.0025|0.3|0|0.0228
0.3731|0.0025|0.3|0|0.0174
0.3691|0.0024|0.3|0|0.0218
0.3659|0.0024|0.3|0|0.0262
0.3627|0.0024|0.3|0|0.0242
0.3586|0.0023|0.3|0|0.0259
0.3552|0.0023|0.3|0|0.0274
0.3522|0.0022|0.3|0|0.0223
