8.8665|4.2691
6.6093|1.7514
5.6702|1.0728
6.0158|0.4681
5.7566|0.2089
5.7566|0.2089
5.4975|0.2089
5.0655|-0.0502
4.8064|0.3817
4.6336|0.3817
4.72|0.1225
4.9791|-0.0502
4.9791|-0.1366
4.7606|-0.0934
4.4608|-0.0502
4.1153|0.3817
3.9425|0.3817
3.7697|0.0361
4.1153|0.0361
3.8561|-0.223
3.7697|-0.223
3.4242|-0.223
2.9923|-0.223
3.2514|0.6408
3.7697|0.2953
3.3378|0.2089
2.8195|-0.3094
2.3012|-0.3958
2.1284|-0.3094
2.9059|0.1225
2.9643|0.5909
2.4739|0.1225
1.7829|-0.223
1.6101|-0.4822
2.3012|-0.1366
1.9556|-0.0502
1.4373|-0.0502
1.1782|0.2953
1.6965|0.5545
1.6101|0.3817
0.8326|0.0361
0.3143|-0.3958
0.8326|-0.223
0.8326|0.0361
0.3143|-0.1366
0.1415|0.2953
0.6143|0.057
0.0551|-0.223
-0.5496|-0.3094
-0.204|-0.223
0.4007|0.0361
-0.1176|-0.0502
-0.2904|0.3817
0.7462|0.2953
0.2279|0.1225
-0.5496|-0.3094
-0.204|-0.223
0.5734|-0.0502
0.0551|0.1225
-0.2904|0.2089
0.4871|0.2089
0.2279|0.0361
-0.5496|-0.3958
-0.2006|-0.3501
0.4007|-0.1366
-0.204|-0.1366
-0.2904|0.1225
0.8326|0.4681
0.4871|0.2089
-0.3768|-0.223
-0.2904|-0.3094
0.5734|0.0361
0.0551|-0.0502
-0.4632|-0.0502
0.5734|0.4681
0.4007|0.2953
-0.3768|-0.223
-0.2904|-0.223
0.5734|0.0361
0.056|0.0776
-0.5496|-0.223
0.3143|0.2953
0.2279|0.1225
-0.4632|-0.1366
-0.4632|-0.3958
0.4007|-0.0502
-0.1176|0.1225
-0.4632|-0.1366
0.5734|0.4681
0.4007|0.2953
-0.2904|-0.0502
-0.2904|-0.223
0.4007|0.0361
-0.1176|-0.0502
-0.3768|-0.0502
0.7003|0.4008
0.6598|0.7272
-0.1176|0.2089
-0.204|-0.0502
0.5734|-0.0502
0.1415|-0.0502
-0.3768|0.1225
0.2279|-0.0502
0.4871|0.4681
-0.204|0.3817
-0.2904|0.1225
0.3143|-0.1366
-0.0313|-0.1366
-0.3768|-0.0502
0.4007|0.1225
0.5734|0.2089
0.0985|0.5728
-0.3768|0.0361
0.3143|-0.223
-0.1176|-0.223
-0.4632|-0.1366
0.1415|0.0361
0.5734|0.0361
-0.204|0.2953
-0.2904|-0.0502
0.4871|0.0361
0.0551|-0.223
-0.5496|-0.3094
0.1415|-0.0502
0.4871|0.0361
-0.204|0.2953
-0.3768|0.1225
0.4007|-0.0502
-0.0296|-0.179
-0.5496|-0.1366
0.1415|0.0361
0.4871|0.0361
-0.2904|0.0361
-0.3768|0.2089
0.4871|-0.0502
0.1415|-0.223
-0.5496|-0.3094
0.0551|-0.223
0.4007|0.1225
-0.204|0.1225
-0.3768|0.1225
0.4871|0.0361
0.1415|-0.1366
-0.7223|-0.3958
-0.2006|-0.2645
0.4007|0.0361
-0.204|-0.0502
-0.2904|0.2089
0.5734|0.2089
0.2279|-0.0502
-0.636|-0.223
-0.0313|-0.1366
0.4007|0.1225
-0.1176|-0.0502
-0.204|0.2089
0.919|0.3817
0.4007|0.1225
-0.4632|-0.3094
-0.0313|-0.3094
0.6598|0.0361
0.056|-0.179
-0.3768|0.0361
0.4871|0.2089
0.3143|-0.0502
-0.4632|-0.3094
-0.1176|-0.223
0.4007|0.0361
0.0551|-0.0502
-0.4632|0.0361
0.5734|0.3817
0.2279|0.0361
-0.4632|-0.223
-0.3768|-0.3958
0.3143|-0.0502
-0.1176|0.0361
-0.4632|-0.0502
0.7403|0.5053
0.5734|0.3817
-0.2904|-0.1366
-0.204|-0.1366
0.5734|0.0361
0.1415|0.1225
-0.5496|-0.223
0.3143|0.2089
0.4007|0.2089
-0.3768|-0.223
-0.4632|-0.3094
0.3143|-0.0502
-0.0313|0.0361
-0.4632|-0.1366
0.4007|0.1225
0.4007|0.4681
-0.1176|0.0361
-0.3717|-0.3501
0.4007|-0.223
0.1415|-0.1366
-0.3768|-0.0502
0.2279|0.1225
0.4871|0.5545
-0.204|0.2089
