3.9891|4.0103|0.009
3.9142|4.0852|0.096
3.8866|4.1128|0.034
3.859|4.1405|0.034
2.3085|2.0976|0.034
0.4596|0.2676|0.036
-0.2648|-1.489|0.034
-1.7993|-2.5212|0.034
-3.334|-3.5532|0.034
-1.2917|-0.9254|0.041
-1.3643|-0.3896|0.034
-0.8987|0.1714|0.034
-0.4505|1.7766|0.034
-0.0025|1.3286|0.034
1.0111|0.8284|0.034
0.5019|0.3109|0.034
1.0425|0.9972|0.041
0.2221|-0.4645|0.036
0.0434|-0.7706|0.034
-0.9799|-1.2873|0.034
-0.9941|-0.7597|0.034
-1.0085|-0.7454|0.034
-0.5094|-1.2445|0.034
0.6318|0.9823|0.041
0.5355|0.2773|0.034
0.5394|0.2734|0.034
0.5435|0.2693|0.034
0.5476|0.2652|0.034
-0.2663|0.0239|0.036
-1.0039|-1.2633|0.034
0.1904|0.1466|0.041
-0.5071|-0.7334|0.034
-0.5034|-0.2238|0.034
0.0141|-0.7413|0.034
0.0184|0.281|0.034
0.5366|0.2762|0.034
-0.485|-0.7556|0.034
0.6232|0.9909|0.041
0.5283|0.2844|0.034
-0.4931|-0.2341|0.034
0.2061|-0.4485|0.036
0.012|0.2875|0.034
0.0177|-0.2316|0.034
-1.0206|-1.2466|0.034
0.6373|0.5511|0.041
0.0303|-0.2442|0.034
-0.4939|-0.2334|0.034
0.0264|-0.2403|0.034
0.0337|-0.2476|0.034
0.5549|-0.2555|0.034
-0.9772|-0.7767|0.034
0.6483|0.5401|0.041
0.2415|0.4857|0.036
0.0334|-0.2473|0.034
0.0251|0.2743|0.034
0.0344|0.265|0.034
0.044|-0.2579|0.034
-0.9726|-1.2946|0.034
0.6728|0.0899|0.041
0.0701|0.2293|0.034
-0.4669|-0.2603|0.034
0.0578|0.2417|0.034
0.0523|-0.2662|0.034
0.0644|-0.2782|0.034
-0.6946|-1.0022|0.036
0.6975|0.4909|0.041
0.0975|0.202|0.034
0.0941|0.2054|0.034
-0.405|-0.3222|0.034
0.0881|-0.302|0.034
-0.4279|-0.2993|0.034
-0.926|-0.8279|0.034
0.2479|0.9405|0.041
0.1782|0.3413|0.035
0.0746|-0.2884|0.034
-0.2124|0.4548|0.036
0.0726|0.2269|0.034
-0.4405|-0.2867|0.034
-0.9536|-0.8003|0.034
0.684|0.9301|0.041
0.1742|0.3452|0.035
0.0734|-0.2872|0.034
0.0929|0.2066|0.034
0.6266|-0.3271|0.034
0.6648|0.148|0.034
-0.8713|-0.8826|0.034
0.3446|0.4181|0.041
-0.1245|-0.1179|0.036
-0.3649|-0.3623|0.034
-0.3769|0.6764|0.034
0.1422|-0.3561|0.034
-0.3651|0.1512|0.034
-0.8544|-1.4128|0.034
0.7909|0.3975|0.041
0.1851|0.1143|0.034
-0.32|0.1061|0.034
0.1844|0.1151|0.034
0.2107|0.0888|0.034
0.2202|-0.4341|0.034
-0.5231|-1.1738|0.036
0.4438|0.3189|0.041
-0.2464|0.0325|0.034
-0.2349|0.021|0.034
0.2729|0.0266|0.034
-0.7591|-0.4815|0.034
-0.1336|0.1543|0.035
-0.7513|-1.0026|0.034
0.4581|0.7302|0.041
0.2841|0.0153|0.034
-0.2499|0.5494|0.034
-0.253|0.0391|0.034
-0.0104|-0.232|0.036
-0.1235|-0.3544|0.035
-1.2695|-0.4844|0.034
0.4564|0.3063|0.041
-0.7593|0.0321|0.034
0.2838|0.0156|0.034
-0.2473|0.5468|0.034
-0.2476|0.0337|0.034
0.266|0.5468|0.034
-0.7427|-0.4978|0.034
0.9162|0.2722|0.041
0.3041|-0.0047|0.034
-0.4465|0.2041|0.036
-0.1876|-0.5396|0.034
-0.185|-0.0289|0.034
-0.182|-0.0318|0.034
-1.2054|-1.0618|0.034
0.5268|0.6616|0.041
0.3606|-0.0611|0.034
-0.1482|-0.0657|0.034
0.3875|-0.6014|0.034
0.4103|-0.1109|0.034
-0.0971|-0.1167|0.034
-0.832|-0.38|0.036
0.636|0.5524|0.041
-0.0755|0.3749|0.034
-0.0856|-0.1283|0.034
-0.078|-0.1359|0.034
-0.0876|-0.1263|0.034
-0.0795|0.379|0.034
-1.0977|-1.1695|0.034
0.6407|0.5477|0.041
-0.0512|0.3507|0.034
0.4717|-0.1722|0.034
-0.0317|-0.1822|0.034
0.2073|0.0351|0.036
-0.0102|-0.2037|0.034
0.0008|-0.2147|0.034
-1.5627|-0.7045|0.034
0.6748|0.5136|0.041
-0.5279|-0.1993|0.034
-0.0025|-0.2114|0.034
0.01|-0.7372|0.034
0.0228|-0.2367|0.034
-0.4949|0.281|0.034
-1.0122|-0.2283|0.034
0.8737|0.2256|0.043
0.0281|-0.242|0.034
0.0424|-0.2563|0.034
0.0571|0.2424|0.034
0.0545|0.2449|0.034
0.0522|0.2472|0.034
-0.9765|-0.7774|0.034
0.7527|0.8613|0.041
0.05|0.2494|0.034
0.0662|-0.2801|0.034
0.0828|-0.2966|0.034
0.0821|-0.296|0.034
0.2171|-0.1963|0.035
-0.1382|-0.1042|0.036
-1.4212|-0.8461|0.034
0.8071|0.807|0.041
-0.4066|-0.3206|0.034
0.108|0.1914|0.034
0.1266|0.1729|0.034
0.2636|-0.2428|0.035
0.1309|0.1685|0.034
-0.8937|-0.8602|0.034
0.8407|0.7734|0.041
-0.3885|-0.3387|0.034
-0.6126|0.3702|0.036
0.1321|-0.346|0.034
-0.2454|0.2662|0.035
0.1397|-0.3536|0.034
-0.8833|-0.8706|0.034
0.4274|0.761|0.041
0.1389|0.1605|0.034
0.1433|-0.3572|0.034
-0.3478|-0.3794|0.034
0.1708|0.1286|0.034
-0.3369|-0.3903|0.034
-0.8447|-0.3959|0.034
0.2245|0.4689|0.043
0.1831|-0.3969|0.034
0.1893|0.1101|0.034
-0.3175|-0.4097|0.034
0.203|0.0965|0.034
0.2276|-0.4415|0.034
-1.3049|-0.449|0.034
0.9144|0.6996|0.041
-0.3095|0.0956|0.034
-0.3366|0.1227|0.034
0.2022|0.0972|0.034
-0.2852|-0.9553|0.034
0.4667|-0.2243|0.036
-0.7615|-0.4791|0.034
0.5558|0.2069|0.041
0.2725|0.5403|0.034
-0.2482|0.0343|0.034
0.2402|0.5726|0.034
-0.2804|0.0665|0.034
-0.2703|0.0565|0.034
-0.7906|-0.9633|0.034
0.528|0.2346|0.041
0.2462|0.0532|0.034
-0.2384|0.0245|0.034
0.014|-0.2564|0.036
0.2828|0.0167|0.034
-0.2358|0.022|0.034
-1.2504|-1.0168|0.034
0.9923|0.6218|0.041
-0.094|0.1148|0.035
-0.2304|0.0165|0.034
-0.2347|0.0208|0.034
-0.2393|0.5388|0.034
0.27|0.0295|0.034
-0.7433|-1.0106|0.034
0.7417|0.7634|0.043
0.302|-0.0026|0.034
0.2985|0.5142|0.034
0.3306|-0.5445|0.034
-0.185|-0.0288|0.034
-0.7005|-0.54|0.034
-1.2153|-1.052|0.034
0.1627|0.6|0.041
-0.2021|-0.0118|0.034
-0.2035|-0.5237|0.034
-0.2048|0.5042|0.034
-0.1881|-0.5391|0.034
0.0867|0.1557|0.036
-0.6836|-1.0703|0.034
1.0686|0.5455|0.041
-0.6589|-0.0683|0.034
0.3505|0.4623|0.034
-0.1623|-0.0515|0.034
-0.1617|-0.0522|0.034
-0.5087|-0.4678|0.035
-0.6541|-0.5865|0.034
0.6744|0.0882|0.041
0.3832|-0.0838|0.034
-0.111|0.4104|0.034
0.1328|0.1096|0.036
-0.1221|-0.0918|0.034
0.0313|-0.0105|0.035
-0.6288|-0.6118|0.034
1.1273|0.4867|0.041
-0.0835|-0.6437|0.034
-0.0448|-0.1691|0.034
-0.0403|-0.1735|0.034
-0.0527|-0.1612|0.034
-1.0925|-0.1481|0.034
0.2749|0.9135|0.041
0.1581|-0.4006|0.036
-0.0766|-0.1373|0.034
-0.0714|-0.1425|0.034
0.4475|-0.148|0.034
-0.0431|-0.1708|0.034
-0.0369|0.3363|0.034
-1.0741|-0.6798|0.034
0.2953|0.8931|0.041
-0.0613|-0.1526|0.034
-0.0545|-0.1594|0.034
-0.0474|-0.1665|0.034
-0.0401|-0.1738|0.034
-0.2756|0.0331|0.036
-1.0833|-0.6705|0.034
0.7312|0.4571|0.041
-0.5628|0.3489|0.034
0.0571|-0.0363|0.035
-0.0846|-0.1293|0.034
-0.0584|-0.1555|0.034
-1.0762|-0.6777|0.034
0.7399|0.4485|0.041
-0.0404|0.3398|0.034
-0.0308|-0.1831|0.034
-0.2638|0.0213|0.036
-0.0255|-0.1884|0.034
-0.0151|-0.1988|0.034
-1.049|-0.7049|0.034
0.7871|0.4013|0.041
-0.0073|-0.2066|0.034
0.0031|0.2963|0.034
0.1311|-0.1103|0.035
-0.007|-0.2069|0.034
0.0229|-0.2368|0.034
-1.0091|-0.7448|0.034
0.8462|0.3422|0.041
-0.1719|-0.0705|0.036
0.0518|0.2476|0.034
0.0655|-0.2794|0.034
0.0627|-0.2766|0.034
0.0589|-0.2728|0.034
-0.9534|-0.2872|0.034
0.8683|0.7458|0.041
0.0764|-0.2903|0.034
0.0915|0.2079|0.034
0.6203|-0.3209|0.034
0.1047|0.1947|0.034
-0.3926|-0.3346|0.034
-1.0932|-0.1189|0.036
0.5447|0.8059|0.042
0.0615|0.2379|0.034
-0.4537|0.2398|0.034
0.0578|0.2416|0.034
0.0393|-0.2532|0.034
-1.4663|-0.8009|0.034
0.8558|-0.0931|0.041
-0.411|-0.3162|0.034
-0.4099|-0.3173|0.034
-0.4086|-0.3187|0.034
-0.1374|0.3798|0.036
0.0742|0.2253|0.034
-0.9523|-0.2882|0.034
0.8568|0.7572|0.041
0.2198|-0.199|0.035
0.0886|0.2108|0.034
0.1077|-0.3216|0.034
0.1091|0.1904|0.034
0.1287|-0.3426|0.034
-1.4093|-0.3446|0.034
0.473|0.7154|0.041
0.2452|-0.2244|0.035
0.3761|0.3511|0.036
0.14|-0.3539|0.034
0.1429|-0.3568|0.034
-0.3659|-0.3614|0.034
-1.371|-0.8962|0.034
0.9573|0.6568|0.041
-0.7082|0.2303|0.035
0.1793|-0.3932|0.034
0.1671|-0.381|0.034
0.1897|0.1097|0.034
-0.3188|0.1049|0.034
-0.8271|-0.4135|0.034
0.7647|0.3346|0.043
-0.1546|-0.3233|0.035
0.2361|-0.45|0.034
-0.2693|0.0554|0.034
-0.2977|0.0838|0.034
-0.3082|0.0943|0.034
-1.3453|-0.4086|0.034
0.9859|0.2025|0.041
-0.2916|-0.4357|0.034
0.3637|-0.343|0.035
-0.2745|0.0606|0.034
0.2295|0.0699|0.034
-0.9748|-0.722|0.036
0.5881|1.026|0.041
0.2323|0.0672|0.034
0.2232|0.0762|0.034
0.249|-0.4629|0.034
-0.238|-0.4893|0.034
0.2838|0.0156|0.034
-0.588|-0.3885|0.035
0.6441|0.5443|0.041
0.2896|0.0098|0.034
-0.2498|0.5492|0.034
-0.2578|0.0439|0.034
0.022|0.2204|0.036
-1.3144|-0.9529|0.034
0.281|0.654|0.042
0.2404|0.0591|0.034
0.2508|-0.4647|0.034
0.276|0.0234|0.034
0.2687|0.0307|0.034
0.2778|0.0217|0.034
-1.2509|-1.0163|0.034
0.3278|0.6072|0.042
-0.2414|0.0275|0.034
-0.2485|0.0346|0.034
0.0323|0.2101|0.036
-0.2602|0.0463|0.034
-0.2675|0.0536|0.034
-0.8067|-0.4338|0.034
0.7079|0.6426|0.042
0.236|-0.4499|0.034
-0.2499|0.036|0.034
0.275|-0.4889|0.034
-0.7583|0.031|0.034
-1.2783|-0.9889|0.034
0.6318|0.5565|0.041
-0.4645|0.7069|0.036
0.2393|0.0602|0.034
-0.2813|0.0674|0.034
0.2246|0.0748|0.034
-0.2613|-0.466|0.034
-0.7629|-0.991|0.034
1.0576|0.5565|0.041
0.2785|0.021|0.034
-0.225|0.0111|0.034
-0.2313|0.0175|0.034
0.2756|0.0239|0.034
-0.2281|0.0142|0.034
-0.8977|-0.7992|0.036
0.6525|0.1102|0.041
0.283|0.0164|0.034
-0.2368|0.0229|0.034
-0.2248|0.0109|0.034
-0.215|0.0011|0.034
-1.0868|-0.3884|0.035
0.629|0.5594|0.041
-0.2382|-0.489|0.034
0.2683|0.5445|0.034
-0.2358|0.022|0.034
0.2868|0.0127|0.034
-0.4279|-0.2994|0.036
-0.5858|-0.3908|0.035
0.6309|0.5574|0.041
-0.2366|0.0227|0.034
-0.2437|0.0299|0.034
-0.2511|-0.4761|0.034
-0.2399|0.0261|0.034
-1.2739|-0.48|0.034
0.7195|0.6311|0.042
-0.2849|0.5843|0.034
-0.2934|0.0795|0.034
0.2113|0.0882|0.034
-0.4895|-0.2377|0.036
0.2335|-0.4474|0.034
-1.28|-0.9872|0.034
0.7317|0.2033|0.042
0.2756|0.0239|0.034
0.2652|0.5476|0.034
0.2571|0.0423|0.034
-0.2484|0.0345|0.034
-1.2833|-0.4705|0.034
0.6062|0.5822|0.041
-0.1125|-0.3654|0.035
-0.2678|0.0539|0.034
0.0109|0.2316|0.036
-0.2835|0.0696|0.034
